business_name,category,location,description_words,description_chars,quality_bucket,phone,address
"Swish Nigeria","Transportation","Abuja","21","139","very_thin","0806 834 3602","Plot 91 Asuquo J Okon, Jabi, Abuja"
"Tarana Logistics and Procurement Ltd","Transportation","Abuja","20","126","very_thin","0805 620 6426, 0818 608 5828","Plot 14a Bentell Villa Estate, Gaduwa Estate Abuja, FCT"
"Harrow Park","Recreation","Abuja","26","163","thin","09 291 4882","Off Ahmadu Bello Way (Behind Abia House), Central Business District, Abuja FCT Nigeria"
"Silverbird Mall & Cinemas Abuja","Recreation","Abuja","21","139","very_thin","09 290 6430, 09 290 6366, 09 290 6368","Plot 1161, Memorial Drive, By Musa Yar'adua Center, Central Business District, Abuja FCT Nigeria"
"Emerald Park and Recreation Centre","Recreation","Abuja","26","166","thin","0909 944 9646, 0803 391 0395","Emerald Park 500 Fumilayo Ransom Kuti Street, Area 3 Garki, Abuja FCT Nigeria"
"Green Grass Recreational Centre","Recreation","Abuja","33","194","thin","0813 595 9998","Park 2, Maitama Sule Street, Asokoro, Abuja FCT Nigeria"
"Jabi Lake and Park","Recreation","Abuja","11","77","very_thin","+234 803 313 9413","Along Alex Ekwueme Way, Jabi, Abuja FCT Nigeria"
"Nelsons Neuk Parks and Gardens","Recreation","Abuja","16","105","very_thin","0803 704 3827, 0703 799 0690","Beside International Conference Centre, Along Herbert Macaulay Way, Central District, Abuja FCT Nigeria"
"Nook Garden","Recreation","Abuja","21","142","very_thin","+234 803 540 0271","Dalaba Street, Wuse, Abuja FCT Nigeria"
"Rabby Recreation Park","Recreation","Abuja","32","186","thin","+234 809 277 1482, +234 816 609 4636","Behind Brains and Hammers Estate, Dape District Life Camp, Abuja FCT Nigeria"
"Sokale Garden","Recreation","Abuja","17","119","very_thin","+234 905 072 6604","Zone D, Sabo Gari Sokale, Dutse, Abuja FCT Nigeria"
"Tickle Garden","Recreation","Abuja","24","146","very_thin","","Ndola Crescent, Wuse Zone 5, Abuja FCT Nigeria"
"Waterfalls","Recreation","Abuja","7","51","very_thin","8034505951","Check Millenium Park at Three Arons Zone, Abuja, FCT"
"Travelstar & Tours Investment Service","Travel","Abuja","27","214","thin","+234 (0)8099977223, +234 (0)8099977227, +234 (0)8099977229","70 Aminu Kano Crescent, Wuse 2, Abuja FCT, Nigeria"
"Aspom Travel Agency","Travel","Abuja","36","203","thin","0908 221 2660, 0902 485 8951, 0908 749 2962","2nd Floor Box Office Incubator Discovery Mall, Plot 215 Behind Johnny Rocket Ademola Adetokunbo Crescent, Wuse 2, Abuja"
"Diplomat Travels & Tourism Agency","Travel","Abuja","32","229","thin","0803 586 8355, 0816 961 2967, 0803 700 6676","Millennium Builders Plaza, Plot 251,Herbert Macaulay Way, Central Business District, Abuja FCT, Nigeria"
"iCarryGo.com, Abuja","Travel","Abuja","24","175","very_thin","0706 249 9570, 0811 134 4063, 0903 873 3733","Suite 203 2nd Floor Obum Place Plot 1140 No 16 Ademola Adetokunbo Crescent, Wuse 2, FCT, Nigeria"
"Jarom Travel Agency","Travel","Abuja","28","216","thin","0909 562 8888","Novare Central Offices, 1st Floor, Shoprite, Zone 3 Wuse Abuja, FCT"
"Jolie Global Travels & Tours Ltd","Travel","Abuja","35","222","thin","0803 341 2707, 0806 477 3375","7 Agatu Street, Off Gimbiya Street, Area 11, Garki, Abuja FCT, Nigeria"
"Sehembz Travels & Tours","Travel","Abuja","32","208","thin","0806 080 5891","Plot 677, TOS Benson Crescent, After Caramelo, Utako, Abuja, FCT, Nigeria"
"Afrisummer Tour & Travelling Affair","Travel","Abuja","33","212","thin","0810 532 2350, 0802 086 8449","Plot 83, Raph drive, Central District Area, Abuja FCT, Nigeria"
"All State Travel & Tours Ltd","Travel","Abuja","25","170","thin","0803 306 1065, 0803 311 5448, 0806 916 4396","Ground Floor, Transcorp Hilton Hotel, 1 Aguiyi Ironsi Street, Maitama, Abuja FCT, Nigeria"
"Alyakin Travel And Tours Ltd","Travel","Abuja","28","193","thin","0803 590 2950, 0816 000 0014","B 12/ 13, Amsalco Plaza, No 13, Dunokofia Street, Area 11, Garki, Abuja FCT Nigeria"
"Artravels Nigeria Limited","Travel","Abuja","27","187","thin","0803 474 9430, 0703 770 9981","Plot 1078, behind Rajab Plaza, Garki, Area 1, Abuja FCT"
"Datta Travels & Tours Agency Ltd","Travel","Abuja","28","211","thin","0817 055 5616, 09 291 0104","Plot 1346 Flat F, Khadijat Labaran House, Beside UBA Ahmadu Bello Way, Garki 2, Abuja FCT, Nigeria"
"Dbao Travel Services Ltd","Travel","Abuja","36","242","thin","0704 244 6317, 09 290 4143","Suite 303B, DBM Plaza, Opposite First Forty Hotel, Aminu kano Crescent, Wuse 2, Abuja FCT, Nigeria"
"Denvik Travel Services Ltd","Travel","Abuja","29","200","thin","0809 884 0317","Phase 4 Abana drive Road 525 B1 F2, Kubwa, Abuja, FCT Nigeria"
"Lukom Travels & Tours","Travel","Abuja","28","194","thin","0817 388 2222","No 12 Ukopr Close, Garki, Abuja FCT, Nigeria"
"Rodell Travels & Tours","Travel","Abuja","24","171","very_thin","0803 400 0762, 0809 608 3280, 0817 463 4396","Suite 2, Sandralia Hotel, Solomon Lar Way, Jabi District,, Abuja FCT, Nigeria"
"Kontemporary Konsulting Limited","Computers","Abuja","22","172","very_thin","0706 194 2486, 0906 912 9848","CP9 Jimson Olufuye Street Airport road, Lugbe, Abuja, Nigeria"
"Nerotranos Technologies Limited","Computers","Abuja","19","142","very_thin","+234-8058083423, +234-8182144307","37 Harper Crescent, Wuse Zone 7 Abuja, FCT"
"Niche Konsult Limited","Computers","Abuja","14","91","very_thin","0805 547 7646, 0706 349 3400, 0708 684 8574","Suite C8, Shafa Plaza, Wuye, Abuja FCT Nigeria"
"Omatek Computers Limited","Computers","Abuja","12","89","very_thin","0700 66283522852, 09 5237300","Plot 1087, Kolda Link Street, Wuse II, Abuja FCT Nigeria"
"Swaptech Nigeria Limited","Computers","Abuja","11","79","very_thin","0705 576 5563","1 Addis Ababa Crescent, Zone 4, Wuse, Abuja, Nigeria"
"Uwabson Business Enterprises","Computers","Abuja","15","139","very_thin","0703 162 0444, 0803 586 2413, 0808 010 0067","Plot 855 Tafawa Balewa Way , Opposite Nicon  Luxury Hotel,  Area 11, Garki, Abuja FCT"
"10 Times Better Limited","Computers","Abuja","13","83","very_thin","09-3147178","Suite 22, Aguiyi Ironsi Shopping Complex, Asokoro, Abuja, Nigeria"
"Adagba","Computers","Abuja","34","230","thin","0813 802 5997","167 Ademola Adetokunbo Crescent, Wuse II, Abuja"
"Ansel Computers","Computers","Abuja","15","108","very_thin","0803 302 1969, 0708 302 4171","Suite 9A Zone 3 Shopping Complex, Wuse, Abuja FCT Nigeria"
"Applied Technology Solution Nigeria","Computers","Abuja","10","67","very_thin","09 5230377","Addis Ababa Crescent, Zone 4, Wuse, Abuja, Nigeria"
"Caleb Technologies","Computers","Abuja","35","201","thin","0811 920 2909","No 4. Awka Str., Area 10 Garki, Abuja, FCT"
"Capash Resources Limited","Computers","Abuja","9","69","very_thin","09 3145235, 09 3145234","8 Toamasina Street, Zone 2, Wuse, Abuja, Nigeria"
"Coco Links Enterprises Nigeria","Computers","Abuja","13","92","very_thin","0802 456 1856, 09 8745160","Block C4, Suite 4 ,Commerce Plaza, Area 1, Garki, Abuja FCT Nigeria"
"Danisoft Innovative Solution","Computers","Abuja","32","203","thin","08058999922, 09158866443, 08029257041","Ground Floor, Left Wing, Reinsurance Building, Central Area Abuja, FCT"
"Data Products Nigeria Limited","Computers","Abuja","10","70","very_thin","09 2348016","Inwade House Plot 1331, Jere Street, Garki II, Abuja FCT Nigeria"
"Data Trust Computer","Computers","Abuja","9","60","very_thin","09 5230080","Suite 4A Goodness Place Herbert Macauly Way (North) Zone 5, Wuse, Abuja FCT Nigeria"
"Datamatics Company Nigeria Limited","Computers","Abuja","11","86","very_thin","09 5236390","Plot 2357 Douala Street Erisco Bompet Plaza Zone 5, Wuse, Abuja FCT Nigeria"
"Datec International Nigeria Limited","Computers","Abuja","10","74","very_thin","09 4130921, 09 6718030","1st Floor, Transcorp Hilton Hotel, Maitama, Abuja FCT Nigeria"
"Experis Immersive","Computers","Abuja","36","222","thin","0809 387 8710, 07038192189","Pategi Close, Area 1, Garki, Abuja"
"Final Solutions Nigeria Limited","Computers","Abuja","16","103","very_thin","0803 315 9917","Block E1, Anambra Court, Gaduwa Estate, Abuja Municipal, Abuja FCT Nigeria"
"iBREEZE Computers","Computers","Abuja","24","178","very_thin","0803 355 2600, 0815 124 2476","Zone 2, Koro Road by Hakimi Palace, Dutse-Alhaji 1st Gate, Abuja FCT"
"Jem Sta Business Centre","Computers","Abuja","9","58","very_thin","09 2348888, 09-2348777","1176 Cornershop Ogbomosho Close, Garki ll, Abuja, Nigeria"
"Joraysons Business Centre","Computers","Abuja","10","68","very_thin","09 2342218, 09 2344303","Suite F15 UTC Building Area 10, Garki, Abuja Nigeria"
"Kaki Computer Services Limited","Computers","Abuja","10","69","very_thin","09 5230619","Suite A13, Abuja Shopping Mall, Zone 3, Wuse, Abuja FCT Nigeria"
"Key Information Technology Limited","Computers","Abuja","10","74","very_thin","09 5231521, 09 5231624","Shop 11, Addis Ababa Crescent, Zone 4, Wuse, Abuja, Nigeria"
"Marid Computers","Computers","Abuja","13","89","very_thin","09 5238751","Suite 7, Hamza Abdullahi Abari, Shopping Complex, Zone 5, Wuse, Abuja FCT Nigeria"
"MEC Computers","Computers","Abuja","7","48","very_thin","234 9 52336317","Suite B9 Abuja Shopping Mall Zone 3, Wuse, FCT, Nigeria"
"Mega Links Limited","Computers","Abuja","8","53","very_thin","0803 624 3479, 0802 642 5260, 0803 392 5654","Shop A25, Area 7 Shopping Complex, Garki, Abuja FCT Nigeria"
"Micro Age Solutions Limited","Computers","Abuja","10","66","very_thin","0803 787 3915, 09-2346780","Nwaora Plaza, Plot 1103, Daressalam Street, Wuse 2, Abuja FCT Nigeria"
"Microlink Resource Limited","Computers","Abuja","11","81","very_thin","0804 527 9458, 0805 041 6915","Flat A2 ,Pasty Plaza, Ebitu Ukiwe Street, Jabi, Abuja, Nigeria"
"Modern System Solution Limited","Computers","Abuja","11","78","very_thin","09 6713018","Suite 302, His Glory Plaza, Adetokunbo Ademola Crescent, Wuse 2, Abuja, Nigeria"
"Moriola Computer Training Institute","Computers","Abuja","12","83","very_thin","0706 357 3740","Suite BP918, Old Bannex Plaza, Aminu Kano Crescent, Wuse II, Abuja FCT"
"New Net Services Nigeria Limited","Computers","Abuja","10","67","very_thin","0803 787 6703","Suite 9 ,(Back Space)Shopping Complex, Zone 3, Wuse, Abuja FCT Nigeria"
"Newtrend Computer Technology Limited","Computers","Abuja","10","75","very_thin","0802 302 9058, 09 2908694","Suite F15, Sherif Plaza, Aminu Kano Crescent, Wuse II, Abuja, Nigeria"
"Prospect Integrated Business Centre","Computers","Abuja","9","70","very_thin","0803 637 2750, 09 6720683","Suite 28B, Sabondale Shopping Complex, Jabi, Abuja Nigeria"
"Cam Dairy Foods","Agriculture","Abuja","16","91","very_thin","+234 907 651 3173","Plot 73, Cadastral Zone C16 Idu Industrial Area I and Ext, Idu, Abuja, Nigeria"
"Dantata Smart Pack","Agriculture","Abuja","22","164","very_thin","+234 703 5373 965","Plot 151, Idu Industrial Area 1, Idu, Abuja, Nigeria"
"HSF Foods Limited","Agriculture","Abuja","20","136","very_thin","+234 701 073 4571","Plot 741, Sani A. Mashi Crescent, Idu Industrial District, Abuja, Nigeria"
"ThriveAgric Ltd","Agriculture","Abuja","11","79","very_thin","0816 716 401","No 31, 441 Crescent CITEC Villas, Gwarinpa, Abuja, Nigeria"
"Afri-Fruits Limited","Agriculture","Abuja","30","213","thin","0803 408 0108","B8, Rukayyat Plaza, Jabi District, Abuja FCT Nigeria"
"Agro Preciso","Agriculture","Abuja","31","200","thin","9169847005","Suite 410 Nawa Complex Plot No.106 & 107, Ahmadu Bello Way, Kado District, Cadastral Zone 900108, Jahi, Abuja"
"Almat Farms","Agriculture","Abuja","39","251","thin","0907 914 9787","Almat Drive, Kuje-Gwagwalada Road, Kuje, Abuja FCT, Abuja"
"Danwaire Farms","Agriculture","Abuja","24","173","very_thin","0808 617 9769, 0802 350 8945","60 Birnin Kebbi Crescent, Garki Area 2, Abuja FCT Nigeria"
"Efugo Farms","Agriculture","Abuja","28","167","thin","0907 826 2546, 0907 879 1634â€¬","Along Kuje- Gwagwalada Road, Beside Army Checking Point, Kuje, Abuja FCT Nigeria"
"Farmcrowdy","Agriculture","Abuja","33","221","thin","0907 579 1999, 0909 999 9830, 0906 223 5361","Civic Innovation, Lab 50 Adetokunbo Ademola Crescent, Beside H-Medix Pharmacy, Wuse Zone 2, Abuja FCT Nigeria"
"Jubaili Agrotec Limited","Agriculture","Abuja","24","202","very_thin","0812 860 0001","Industrial Area 1 and Ext, Cadastral Zone: C16, Plot no. 918, Idu, Abuja FCT Nigeria"
"Organic Livestock And Crops Owners Association Of Nigeria","Agriculture","Abuja","33","233","thin","0909 763 3657, 0907 383 6452","7B, Komoe Street, Maitama, Abuja FCT"
"Traxi Continental Limited","Agriculture","Abuja","18","137","very_thin","0812 441 0448","62, Ebitu Ukiwe Street, Jabi, Abuja FCT Nigeria"
"Velox Integrated Rice Company","Agriculture","Abuja","27","173","thin","0809 820 9663, 0706 591 8619","Velox Integrated Rice Company, Abuja, FCT Nigeria"
"Limo Agro Market","Agriculture","Abuja","24","184","very_thin","7040594078","Shop 73 new orange market, Maraba, Abuja FCT"
"Sustainable Demonstration Farms","Agriculture","Abuja","30","237","thin","0809 300 6708, 0703 520 9063","54 Peace, Near MTN Mast, Off Arab Bust stop, Orozo, Abuja, FCT Nigeria"
"A. M. KAMBA LTD","Agriculture","Abuja","29","202","thin","0807 972 7531, 0907 643 9438, 0802 623 8292","Gwandal Center, Fria close behind EFCC office, Wuse Abuja, FCT"
"Abraj Contracting Ltd.","Agriculture","Abuja","16","110","very_thin","0818 888 8355","Plot 9, Kolda street, Wuse 2 Abuja, FCT"
"AgroAsia Tractors Nigeria","Agriculture","Abuja","37","202","thin","09 231 700 01715","Central Area Plot A11022. opposite European union office EU crescent., Abuja, Nigeria"
"Aneemah Group","Agriculture","Abuja","21","156","very_thin","+234 802 090 6991","Plot 79, Ralph Shodeinde Street, Front Wing, Plateau House, Central Business District, Abuja FCT Nigeria"
"Arowona Integrated Farms","Agriculture","Abuja","26","178","thin","0909 437 0017","Beside govt secondary school Anagada (along zuba-giri road), Gwagwalada, Abuja"
"Berylwelt Global Solutions Ltd","Agriculture","Abuja","14","99","very_thin","0810 119 6468, 0803 986 8999","Off Green House Quest Inn, Base 3, Aso Pada, Mararaba, Nasarawa"
"Cassava Stakeholders Association Of Nigeria","Agriculture","Abuja","28","221","thin","0803 860 2850, 0803 860 2850, 09 290 9025","7 Kikuyu Close, Off Nairobi Street, Wuse Zone 2, Abuja FCT Nigeria"
"Chinedu Integrated Farms","Agriculture","Abuja","29","213","thin","0708 878 2104, 0803 942 5008","KM 47, Abuja-keffi Expressway by Kugbo furniture, Abuja, FCT"
"Dalisatech Global Services Limited","Agriculture","Abuja","16","130","very_thin","0805 186 8847, 0813 006 7036, 0805 186 8847","Sentoza Park: B01-373, Zone A, Adjacent APO Apartments, APO Legislative Quarters, Apo Abuja., FCT"
"Doak Integrated Resources Limited","Agriculture","Abuja","26","161","thin","0808 242 7948, 0810 326 7904, 0706 517 9927","9 Road off 35 Road, Gwarinpa Estate Abuja, FCT"
"Eucey Farms and Agro Services","Agriculture","Abuja","24","161","very_thin","0816 474 9447, 0708 199 4876","101/102 White House agwan makeri tunga mage, Gwagwalada, Abuja"
"Folohimai Farms Nigeria Limited","Agriculture","Abuja","19","126","very_thin","0803 787 4339, 0803 717 6542, 0807 745 3346","Plot 168, Chencheniya Farm Extention Layout, Kwali, Abuja FCT"
"Giwa Integrated Farms","Agriculture","Abuja","27","171","thin","0810 993 9379","1 Ibrahim Yaro Way, Bwari, Abuja FCT Nigeria"
"Glovan Farms","Agriculture","Abuja","40","233","thin","0803 720 2367","7B, IITA Road, Phase IV, Kubwa, Abuja"
"Hambo Farms","Agriculture","Abuja","23","137","very_thin","0803 821 3452","Hambo Farms, Karu, Abuja FCT Nigeria"
"Hobby Farms & Agro Services","Agriculture","Abuja","26","206","thin","0806 234 4460, 0818 698 7754","Bwari Road, Dutse, Abuja FCT Nigeria"
"JF Rabbits","Agriculture","Abuja","35","221","thin","0814 243 8093","Rabbit house, Old Viva Hospital, Sabon Gari Road, Bwari, Abuja FCT Nigeria"
"K-Mega Farms","Agriculture","Abuja","29","214","thin","0803 385 6780, 0803 470 5348, 0809 226 3657","Suite 142 'A' Courtyard, Garki Ultra Modern Market, Garki, Abuja FCT Nigeria"
"Neo Beko Ekend Multi Ltd","Agriculture","Abuja","18","109","very_thin","+2347025560009","plot 8, road 4, Favourland estate, Lifecamp Abuja, FCT"
"Sascon International School","Education","Abuja","21","161","very_thin","09058678003, 08036094826, 09031356838","19A Yedseram Street, Maitama, FCT, Abuja"
"Springsvillle International School","Education","Abuja","12","115","very_thin","0809 977 1227","10 Mahatma Gandhi Street, Asokoro, Abuja"
"Starville School","Education","Abuja","16","120","very_thin","0815 480 5384","Plot 2305, Beside Gilmor Construction Company,Jahi II, FCT, Abuja"
"African Child College","Education","Abuja","38","247","thin","0803 382 2337, 0802 944 4278","Byazhin-Ijayapi New Extension, Bwari Area Council, Kubwa, Abuja FCT"
"Britarch Schools Abuja","Education","Abuja","26","178","thin","0806 656 8031, 0905 555 5710, 0807 826 5117","Off Airport Road, Voice Of Nigeria way, Lugbe, Abuja FCT Nigeria"
"Exam Ethics Marshal International","Education","Abuja","33","238","thin","0803 800 8577, 0803 342 5958, 0803 246 5033","Suite B11, 2nd floor, Real Tower Plaza, Utako District, Abuja FCT Nigeria"
"Gaat International School","Education","Abuja","13","93","very_thin","8147729193","Plot 256 Cadastral Zone B13, Gaduwa district, Abuja FCT"
"Glisten International Academy","Education","Abuja","36","259","thin","0806 907 9371, 0803 289 9111","Plot 1457,  Cadastral Zone B8, Jahi District, Abuja FCT Nigeria"
"School Resource Center","Education","Abuja","28","219","thin","09 290 4665","10b, Owena Crescent, Maitama, Abuja FCT Nigeria"
"Collett Gmek Ausbildner","Education","Abuja","15","116","very_thin","0907 088 0256","Nr.4, King's Close, behind CBN Quarters, Karu Site, Abuja"
"Faith Academy Goshen","Education","Abuja","24","179","very_thin","FCT Nigeria, 0816 917 2191, 0802 790 8103","KM 26 Abuja-Keffi Expressway, Abuja,"
"Lakeland School Abuja","Education","Abuja","20","141","very_thin","0812 000 0152","6922 Road, Gwarinpa, FCT Abuja Nigeria"
"Peace Setters Academy","Education","Abuja","17","116","very_thin","0803 352 0718, 0808 079 5983","Plot 50, Lome Crescent, Wuse Zone 7, Wuse, Abuja FCT Nigeria"
"Royalty Academy","Education","Abuja","26","160","thin","0803 616 4999, 0813 057 7368, 0814 555 8008","Plot 5 Valencia. Estate (After SunnyVale Estate) Dakwo District Abuja, Lokogoma District, Abuja"
"StudyLocal Nigeria","Education","Abuja","33","216","thin","0708 887 5136","4 Obum Plaza, 16 Ademola Adetokunbo Crescent, Wuse 2 Abuja, FCT Nigeria"
"Mobihealth","Health","Abuja","30","224","thin","0703 947 1943","SUITE E1 BOBSAR Complex, Plot 1035 Michika Street, Area 11 Garki, Abuja Nigeria"
