business_name,phone,address,location,category,description
Bold ExpresStore,"0806 382 8975, 0805 389 6241","13, Ola Ayeni Street, Computer Village Ikeja, Lagos Nigeria",Lagos,Shopping,"Bold ExpresStore offers online shopping of products on drinks & groceries, bedsheets and duvets, beauty, health & personal care products, phones & accessories, men, women and kid's wear and accessories, sunglasses and watches."
Buy Now Now,"0818 016 7015, 0803 379 2075","EU12-19, Arena Shopping Mall, Oshodi, Lagos, Nigeria",Lagos,Shopping,"Buy Now Now in arena shopping mall Lagos offers sales of household electronic appliances, catalogue & mail order shopping, food and groceries."
eShoppaz,"0802 822 1999, 0803 684 6921","17 Adekoya Street, Ikeja, Lagos Nigeria",Lagos,Shopping,"eShoppaz, an online shopping platform in Nigeria for your quality electronics & solar appliances, fashion & household items, heath & beauty products, games & consoles,computers & laptops, mobile phones, ipad, automobile, cameras, groceries etc.Best fashion retailers"
Fidelity GreenMall,"0908 568 9886, 01 448 5252","2, Adeyemo Alakija Street, Victoria Island, Lagos Nigeria",Lagos,Shopping,"Fidelity GreenMall is an online store where you can buy home & office appliances, electronics, computers, baby and kids accessories & toys, fashion and beauty products, phones & tablets."
GbanjoDeals,0809 444 4511,"13 Akanbi Street, Somolu, Lagos Nigeria",Lagos,Shopping,"GbanjoDeals.com; Nigeria's online shopping and shopping site for phones, electronics, computers, fashion, groceries, books, Food & more at the best price in Nigeria."
Grand Oak Online,"0816 485 7155, 0808 665 6781","Online Shop, Oregun, Lagos, Nigeria",Lagos,Shopping,"Grand Oak Online is specialized in online sales and marketing of both alcoholic and non-alcoholic products such as  chevalier brandy, apperito bitters ans so many other ranges."
Kilimall Nigeria,0907 806 0008,"Online Shopping, Lagos, Nigeria",Lagos,Shopping,"Kilimall Nigeria offers deals and discounts on a range of products such as home appliances, phones, computers, electronics, clothing and accessories, sports and outdoor equipment, automotive products etc.Best clothing retailers"
Mega Plaza,"01 262 0440, 01 262 0440, 01 262 4624-6","14 Idowu Martins Street, Victoria Island, Lagos Nigeria",Lagos,Shopping,"Mega Plaza is a facility center for trading and shopping, and is one of the leading shopping malls in Lagos for the sales of home and office appliances, electronics, beauty and fashion products, groceries and more."
Postwanga Nigeria,"0802 068 1186, 0708 345 4015","Online Shopping, Lekki, Lagos",Lagos,Shopping,"Postwanga serves as an online marketplace for consumers and dealers of products such as health and beauty, groceries, cars, phone & tablets, games & consoles, TV & electronics, babies product &accessories, kids toys, fashion etc."
Tribute Lifestyle,"0708 818 5165, 0809 237 9278","30 Oba Akran Avenue, 2nd Floor Genesys Place, Ikeja, Lagos",Lagos,Shopping,Tribute Lifestyle is a premier perfume store that caters to individuals who appreciate the art of fragrance.
Trooworths Nig LTD,"0818 000 4118, 0818 000 4611, 0818 000 4115","Plot 141B, Oshodi Gbagada Expressway, Anthony, Lagos",Lagos,Shopping,"Trooworths Nigeria Limited was established in July 2010. At Trooworths quality is our priority, we provide quality merchandise service. Trooworths group has provided customers locally and internationally with clothing that promotes confidence and pride.Best clothing retailers"
Vkleather Products,0803 799 0119,"No 7, Prince Olaloko Close Off Sola Akande Street, Unity Estate, Egbeda, Lagos Nigeria",Lagos,Shopping,"Vkleather Products is anonline storethat deals in bespoke leather products. A few of our products include leathershoes, sandals, slippers as well as belts, wristwatches and lots more."
WebMall Nigeria,"0809 999 0660, 0802 476 2146","3, Celestian Church Street, Opebi, Ikeja, Lagos",Lagos,Shopping,"WebMall Nigeria is an online store offering sales of quality perfumes, clothing and all kinds of fashion wears, electronics ans gadgets, home & office appliances, and lots more."
Zerofinance,"0818 757 1902, 01 6311 319","32 Lewis Street, Lagos Island, Nigeria",Lagos,Shopping,"Zerofinance is an online retailer of a wide range of consumer goods such as household appliances and electronics, phones and tablets, laptops and accessories."
Bolton White Hotels,"+23492907535, +234(0)92200222","Plot 7, Gwandu Street, Area 11, Garki, Abuja, FCT",Abuja,Accommodation,An Abuja accommodation and lodging center for hospitality services.
Nicon Luxury Hotel Abuja,09-4619000,"Plot 903, Tafawa Balewa Way, Area 11, Garki, Abuja, FCT, Nigeria",Abuja,Accommodation,"Luxury hotel provides hotel reservation and hotel booking services in Abuja, Nigeria."
Sinoni Lodge,"+234 (0) 702 5848620, +234 (0) 806 7473891, +234 (0) 805 9149857","No 40, Birao Street, Wuse II, Abuja, FCT",Abuja,Accommodation,This Nigerian accommodation service outlet provides lodging and hospitality management services.
Earthplus Residence,0902 270 8208,"Plot 4399 Cadastral Zone E17, Apo resettlement, Abuja, FCT",Abuja,Accommodation,"Earthplus Residenceis an Hotel that offers seamless blend of elegance and modern comfort. Discover an oasis of hospitality at our hotel with featured exquisite Bar, Grill, Lounge and restaurant,"
Bolingo Hotels & Towers,"09-4615000, 08063873568","independence Avenue, Abuja, FCT",Abuja,Accommodation,"Hotel services includes accommodation reservation, catering and tourism in Abuja, Nigeria."
Capital Hotels Plc,"09-4612000, 09-4618711","Ladi kwali Way, Maitama, FCT, Nigeria",Abuja,Accommodation,"Capital Hotels Plc offers comfortable lodging, banquetting and hall rental services in Abuja.Quality properties for rent"
Hospitality Plus Ltd,"+234 803 966 7613, +234 708 142 8767, +234 803 966 7613","25 b Trinity house behind fed.min of environment, Mabushi, Abuja",Abuja,Accommodation,"Hospitality Plus Ltdundertake hotel, setup, training and consultancy services."
Lake Chad Guest Palace,"08067008887, 08023170147","Lake Chad Crescent, Maitama, FCT, Nigeria",Abuja,Accommodation,Lake Chad provides good lodging services for leisures and travellers in Abuja.
A&K Construction,"0815 252 5208, 0807 937 7443","A&K Head Office, 527 ShehuYarâ€™Adua Way, Kado District, Abuja F.C.T, Nigeria",Abuja,Business,"A&K Construction is a registered member of Setraco Group which provide numerous construction services ranging from residential and commercial property construction, building renovation, leisure and hospital buildings, student hostel and lots more."
Arab Contractors Nigeria Ltd,"0702 984 7612, 01 270 8960","Plot 1052, Shettima Mangono Crescent, District Utako, Abuja FCT",Abuja,Business,"Arab Contractors Nigeria Limited is one of the leading civil engineering construction company offering handling all types of construction projects such as monuments restoration, road construction, equipment hiring, scaffolding and others."
Ashaka Cement Plc,"0708 860 4651, 0708 860 4745","763, Cadastral Zone C16,Opposite Salini Quarters, Idu Industrial Estate, Abuja FCT, Nigeria",Abuja,Business,Ashaka Cement Plc is a cement manufacturing plant with business contact point located in Abuja offering distribution and supply of cement o major construction companies.
Capegate Group,"0704 2020 202, 0816 1606 070, 0803 913 5413","No 5 Bobo Street, Maitama, Abuja, Nigeria",Abuja,Business,"Capegate Group is a private enterprise that provide services in different sectors ranging from agro-allied services, waste management & environmental services, renewable energy and many others."
Chicason Group,"0805 769 9110, 0805 769 9113","Plot 11, Ethiope Close,Off Owena Close, Off Yedseram Street, Maitama,, Abuja FCT, Nigeria",Abuja,Business,"Chicason Group is a group of company operating in diversified business areas such as  oil & gas, manufacturing, construction & real estate, mining, transportation and healthcare."
Coca-Cola Hellenic Bottling Company,"0800 26222652, 01 2706670","Plot 732, Industrial Area, Jabi Road, Idu, Abuja, FCT",Abuja,Business,Coca-Cola Hellenic Bottling Company (Nigerian Bottling Company Ltd) is a non-alcoholic beverage industry & sole franchise that produce and distribute quality soft drinks in Nigeria.
CSS Group of Companies Nigeria,"0702 603 3333, 0809 456 7890","NO 20, Thomas Sankara Street, Asokoro, Abuja FCT Nigeria",Abuja,Business,"CSS Group of Companies Nigeria is a set of companies with specialties in agricultural field, construction, aviation and many others."
ExpertsNG,0705 111 4444,"26 River Niger Street, Amssco Platinum Estate, Galadimawa, Abuja",Abuja,Business,"We know how difficult it is to find and connect with experts, especially business experts in Nigeria. At ExpertsNg, we help you stay focused on your business while we take care of the rest."
G.U.Ebeco Industries Ltd,"0703 509 7272, 0803 678 8246, 0818 719 4221","Plot 624 Idu Industrial Area, Cadastral Zone C16, Idu Industrial District, Abuja, FCT, Nigeria",Abuja,Business,"G.U.Ebeco Industries Limited is a technological driven company that specializes in producing fine designs of furniture and upholstery, such as room sofas, bed extension, bed, wall panels, doors and lots more."
GHLIL,0803 303 9280,"622 Atiku Abubakar Way, Idu Industrial District, Abuja, FCT",Abuja,Business,"General And Health Logistics International Limited is an enterprise that provide business logistic services ranging from procurement, warehousing, training and human capital development, supply chain management systems etc."
Hall 7 Real Estate Limited,0809 444 8555,"Capital Hill, Sakete close, Off Kampala Street, Wuse 2, Abuja, Nigeria",Abuja,Business,Hall 7 Real Estate Limited is a professional real estate development firm that specializes in providing quality residential and commercial properties for clients.
Jace Technologies,0803 771 6337,"No. 13, Apo Resettlement, Zone D, Abuja, Nigeria",Abuja,Business,"Jace Technologies is a technological driven company that offer efficient IT services such as web development and design, mobile application development, software development, IT consulting and advisory."
Landmark Corporate Realty,"09 290 1136, 0903 556 2547, 0915 722 2222","Nigeria Reinsurance Building 1st Floor, Wing A, Plot 784A, Herbert Macaulay Way, Central Business District, Abuja FCT, Nigeria",Abuja,Business,"Landmark Corporate Realty is a dependable realtor company that offers real estate development, construction, estate design, building and redesigning."
NetPro International Limited,"0811 111 3454, 0814 262 3879, 0805 225 5000","NetPro International Limited AUJ COMPLEX Block A 1st Floor, Central Business District, Abuja, Nigeria",Abuja,Business,"NetPro International Limited is a business enterprise that offers technological solutions for educational and healthcare sectors, they also provide infrastructural solutions and system management."
Reynolds Construction Company,"0805 409 0165, 0805 409 0166, 0706 417 1835","13 Agadez Cresent, Wuse, Abuja, Nigeria",Abuja,Business,"Reynolds Construction Company is a reputable construction company that provide efficient innovative services such as durable road, bridges, quarries, buildings and water construction."
Rural Homes Limited,0909 341 9999,"Second Floor, Left Wing, Ojimadu Nwaeze House, P.O.W Mafemi Crescent, Utako, Abuja, Nigeria",Abuja,Business,"Rural Homes Limited is a professional real estate firm that offers investment services such as residential construction & renovation, project management, road, bridges, drainage construction, and sales of commercial properties."
